gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
STRAP	chr12	15882387	15903478	15895453	15895496	+	0.096070920321949
SSH2	chr17	29625938	29930276	29930178	29930228	-	1.53713472515118
LRGUK	chr7	134127299	134264591	134127298	134127348	+	0.96070920321949
RAB33B	chr4	139453232	139476609	139453231	139453281	+	0.0
RBM28	chr7	128297685	128343908	128343858	128343908	-	141.032111032621
CNOT11	chr2	101252886	101270316	101264974	101265024	+	0.288212760965847
GAS2L1	chr22	29306582	29312785	29307022	29307072	+	15.3713472515118
TGFB1I1	chr16	31471585	31477960	31472154	31472201	+	2.11356024708288
TRAPPC13	chr5	65625004	65666233	65655633	65655653	+	0.0
NHP2	chr5	178149463	178153894	178153844	178153894	-	1047.36517334989
VASN	chr16	4371848	4383538	4371847	4371897	+	15.083134490546
KIF5B	chr10	32009015	32056425	32056381	32056431	-	352.724383962036
EMG1	chr12	6970913	6997428	6970892	6970942	+	190.89291867971295
BOD1L2	chr18	57147087	57150410	57147061	57147111	+	0.0
CPLX3	chr15	74826627	74831802	74826546	74826596	+	0.0
FOXD1	chr5	73444827	73448777	73446938	73446988	-	0.0
MUSK	chr9	110668779	110806558	110668770	110668820	+	0.0
AGXT2	chr5	34998101	35048135	35026345	35026395	-	0.0
DUX4	chr4	190173774	190185942	190173773	190173823	+	0.0
FAM169A	chr5	74777574	74866966	74866788	74866838	-	30.4544817420578
CCKAR	chr4	26481396	26490484	26490412	26490462	-	0.0
LRRC14B	chr5	191495	196334	191510	191560	+	0.0
INSIG2	chr2	118088452	118110997	118088473	118088523	+	40.3497865352186
PANX1	chr11	94128841	94181968	94128928	94128978	+	11.0481558370241
IDI2	chr10	1018910	1025859	1025815	1025859	-	0.0
HIGD2A	chr5	176388751	176389761	176388746	176388796	+	523.874728515588
INO80B	chr2	74455087	74457944	74455086	74455136	+	80.6035021501152
SIRT5	chr6	13574227	13615158	13574583	13574624	+	15.083134490546
PI15	chr8	74824534	74855029	74824785	74824835	+	0.0
NCAPG	chr4	17810979	17844865	17811021	17811071	+	15.3713472515118
NGFR	chr17	49495293	49515008	49497390	49497440	+	0.0
ALOX12B	chr17	8072636	8087716	8080045	8080095	-	0.288212760965847
MINK1	chr17	4833340	4898061	4894543	4894593	+	0.288212760965847
FIP1L1	chr4	53377641	53460862	53377842	53377892	+	0.96070920321949
GHRL	chr3	10285666	10292947	10290307	10290357	-	0.0
MRGPRX3	chr11	18120955	18138488	18132611	18132661	+	0.0
OR4D1	chr17	58148384	58159585	58155132	58155182	+	0.0
PDZD9	chr16	22280232	22297482	22001060	22001110	-	0.0
PRRT4	chr7	128350325	128361685	128359585	128359635	-	0.0
POLR2M	chr15	57706695	57782762	57706694	57706744	+	10.5678012354144
CBL	chr11	119206298	119313926	119206299	119206349	+	11.0481558370241
HDHD5	chr22	17137511	17165287	17159227	17159277	-	169.56517436824
WNT9B	chr17	46662121	46715644	46851585	46851635	+	0.096070920321949
MB	chr22	35606764	35637951	35617458	35617508	-	0.0
LGALS9B	chr17	20449395	20467539	20467489	20467539	-	0.0
POU3F3	chr2	104853287	104858574	104855510	104855560	+	0.0
SCN7A	chr2	166403573	166611482	166486921	166486971	-	0.0
FAM110B	chr8	57994523	58204279	58070317	58070362	+	0.0
RRP8	chr11	6595072	6603616	6601254	6601304	-	0.0
SEH1L	chr18	12947133	12987536	12947994	12948044	+	85.7913318475005
FABP9	chr8	81458253	81461579	81461529	81461579	-	0.0
ERAP1	chr5	96760810	96808100	96808050	96808100	-	1.7292765657950802
ATP6V0D2	chr8	85987323	86154225	86073888	86073938	+	0.0
KAT2B	chr3	20040446	20154404	20148239	20148289	+	0.0
CYB5D2	chr17	4143168	4187310	4143167	4143217	+	6.43675166157058
STX2	chr12	130789600	130839266	130839216	130839266	-	58.026835874457205
NUTM2B	chr10	79703227	79714681	79703226	79703276	+	0.0
LRPPRC	chr2	43886224	43996226	43963754	43963804	-	0.0
NEURL3	chr2	96497646	96508109	96508059	96508109	-	0.0
GPT	chr8	144502973	144507174	144502972	144503022	+	0.0
CYFIP1	chr15	22903706	22981018	22925981	22926015	-	0.288212760965847
TPSD1	chr16	1256059	1259008	1256058	1256091	+	0.672496442253643
OR51L1	chr11	4994851	5005536	4998982	4999032	+	0.0
PKIB	chr6	122471917	122726373	122471916	122471966	+	1.53713472515118
PAM16	chr16	4331549	4356579	4355588	4355607	-	0.0
EBF1	chr5	158695916	159099916	159073744	159073794	-	0.0
KCNMB1	chr5	170374671	170389634	170389584	170389634	-	0.0
CCDC191	chr3	113964137	114056594	114056499	114056549	-	19.2141840643898
H3Y2	chr5	17490967	17492076	17491719	17491769	-	0.0
TMCC1	chr3	129647792	129893711	129893369	129893419	-	0.096070920321949
PRH2	chr12	10929236	10932341	10929235	10929285	+	0.0
TAS2R30	chr12	11132958	11134644	11134594	11134644	-	0.0
INTS6	chr13	51354077	51454264	51384645	51384695	-	0.0
PSMG1	chr21	39174769	39183488	39183335	39183385	-	0.672496442253643
WNT7A	chr3	13816258	13880071	13877170	13877220	-	0.0
STK17A	chr7	43582758	43650713	43583064	43583114	+	76.4244171161104
ALPP	chr2	232378724	232382889	232378723	232378773	+	0.0
CCDC116	chr22	21632716	21637329	21632728	21632778	+	0.288212760965847
C15orf65	chr15	55408495	55418798	55417697	55417747	+	0.0
MYLPF	chr16	30370934	30377991	30375819	30375869	+	0.096070920321949
DHX36	chr3	154275723	154284039	154284937	154284987	-	0.672496442253643
SF3B2	chr11	66050729	66069308	66052335	66052385	+	132.289657283324
ATF2	chr2	175072250	175168382	175168156	175168206	-	191.325237821161
TTC28	chr22	27978014	28679840	27996374	27996424	-	0.0
PREB	chr2	27130756	27134666	27134616	27134666	-	271.59249175015
UBE2G1	chr17	4269259	4366675	4366578	4366628	-	8.26209914768762
DDX19A	chr16	70346861	70373383	70356860	70356906	+	0.0
FCN2	chr9	134880810	134887523	134880811	134880861	+	0.0
CFAP69	chr7	90245174	90311063	90279772	90279822	+	0.0
TMEM45B	chr11	129815848	129860003	129815818	129815868	+	0.096070920321949
LIPT1	chr2	99154955	99163157	99155073	99155123	+	0.672496442253643
PDGFRA	chr4	54229280	54298245	54229842	54229892	+	0.0
TMUB2	chr17	44186970	44191929	44186969	44187019	+	60.236467041862
FAM149A	chr4	186104419	186175337	186167205	186167255	+	0.0
STOML1	chr15	73978926	73994622	73992268	73992318	-	16.7163401360191
RAB22A	chr20	58309715	58367507	58309695	58309745	+	38.81265181006739
CLEC2D	chr12	9664969	9699553	9680939	9680989	+	0.0
NAA80	chr3	50296402	50299416	50299067	50299117	-	0.0
DACT2	chr6	168292830	168319777	168319704	168319754	-	0.672496442253643
ERICH6	chr3	150659885	150703971	150703901	150703951	-	0.480354601609745
CUL2	chr10	35008504	35127006	35071289	35071339	-	0.0
YIPF7	chr4	44622088	44678556	44651591	44651641	-	0.0
ATP8A2	chr13	25371974	26025851	25468978	25469028	+	0.480354601609745
ASB3	chr2	53532672	53860160	53606028	53606078	-	0.0
GPRC5C	chr17	74424851	74451653	74431527	74431577	+	0.096070920321949
PDE6B	chr4	625573	670782	653176	653226	+	0.0
BMERB1	chr16	15519415	15710184	15515342	15515392	+	0.480354601609745
UNC45A	chr15	90930180	90954093	90935284	90935334	+	151.215628586748
LDLRAD3	chr11	35943981	36232136	35943980	35944030	+	1.05678012354144
UCMA	chr10	13221766	13234374	13234284	13234334	-	2.97819852998042
PLEKHA1	chr10	122374696	122432354	122411770	122411820	+	0.0
PRDX5	chr11	64318121	64321811	64318087	64318137	+	469.018233011755
ZNF521	chr18	25061924	25352190	25352140	25352190	-	18.7338294627801
PARP10	chr8	143977153	144012772	143991138	143991188	-	0.288212760965847
CACNA1G	chr17	50560715	50627474	50561459	50561509	+	0.0
DNAJB13	chr11	73951026	73970366	73965235	73965285	+	0.0
CILK1	chr6	53001279	53061824	53061752	53061802	-	14.7949217295802
CEP164	chr11	117314557	117413266	117409016	117409066	+	0.0
CD80	chr3	119524293	119559614	119559552	119559602	-	0.0
ZFP2	chr5	178895898	178933212	178895897	178895947	+	16.7163401360191
IER5L	chr9	129175552	129178261	129178212	129178262	-	0.096070920321949
BPHL	chr6	3118374	3153578	3118691	3118741	+	86.5598992100761
FGF10	chr5	44300247	44389706	44389656	44389706	-	0.096070920321949
USP17L3	chr8	7490130	7491722	7977935	7977985	-	0.0
EXT2	chr11	44095648	44251962	44095672	44095722	+	16.908481976663
SLX4IP	chr20	10435305	10636829	10598674	10598724	+	0.096070920321949
KRT28	chr17	40792196	40799959	40799909	40799959	-	0.0
MPP2	chr17	43875357	43909711	43909661	43909711	-	0.0
FIBP	chr11	65883740	65888531	65888460	65888510	-	315.97725693889
GLYR1	chr16	4803203	4847288	4847238	4847288	-	466.664495463867
MSMB	chr10	46033307	46048180	46046234	46046269	-	0.0
SNRNP200	chr2	96274338	96321271	96289805	96289855	-	0.288212760965847
ACAP2	chr3	195274745	195443044	195442805	195442855	-	0.096070920321949
ENTHD1	chr22	39743044	39893864	39893740	39893790	-	0.0
SSBP2	chr5	81412804	81751797	81616535	81616585	-	0.0
ACTBL2	chr5	57480018	57482811	57482759	57482809	-	0.0
PRAC2	chr17	48723185	48724758	48723691	48723741	+	0.0
MRPL3	chr3	131462212	131502983	131502933	131502983	-	878.37642450358
TMEM106B	chr7	12211270	12243367	12229747	12229797	+	0.0
SYVN1	chr11	65121780	65134532	65133277	65133327	-	0.0
SELENOP	chr5	42799880	42887392	42811843	42811893	-	96.64734584388071
API5	chr11	43311963	43344529	43312002	43312052	+	204.05463476382
WIF1	chr12	65050626	65121305	65121516	65121566	-	1.53713472515118
OR1D2	chr17	3088484	3104422	3092946	3092996	-	0.0
ADAM9	chr8	39101863	39105144	38996985	38997035	+	27.332176831594506
DENND4C	chr9	19230435	19374281	19230796	19230833	+	30.838765423345603
NMBR	chr6	142058330	142147122	142075872	142075922	-	0.0
TIGD2	chr4	89111533	89114901	89111499	89111549	+	1.7292765657950802
GIMAP5	chr7	150722253	150750033	150740234	150740284	+	0.0
UBE2Z	chr17	48908407	48929056	48921201	48921251	+	0.096070920321949
KLF6	chr10	3775996	3785281	3782001	3782051	-	0.0
HMBOX1	chr8	28890395	29064764	28890403	28890453	+	0.480354601609745
CHST9	chr18	26906481	27185308	27142988	27143038	-	0.0
PABPC4L	chr4	134196333	134201789	134201717	134201748	-	0.0
ZNF22	chr10	45000923	45005326	45000474	45000524	+	0.0
ETV5	chr3	186046314	186110318	186108625	186108675	-	0.0
CCR8	chr3	39329709	39333680	39329705	39329755	+	0.480354601609745
DNAAF9	chr20	3249306	3407669	3316040	3316090	-	0.0
KRT73	chr12	52607570	52618559	52618509	52618559	-	0.0
TFF3	chr21	42311667	42315409	42313636	42313686	-	2.6899857690145703
BACH1	chr21	29194071	29630751	29305202	29305252	+	0.0
KRTAP19-5	chr21	30501657	30502141	30502067	30502117	-	0.0
CXCL8	chr4	73740541	73743716	73740540	73740590	+	0.0
FAM86B1	chr8	12182096	12194133	12194083	12194133	-	0.0
ARFGEF1	chr8	67173511	67343781	67271701	67271708	-	0.0
LY6G6D	chr6	31694313	31705325	31715355	31715405	+	0.288212760965847
TMPRSS11A	chr4	67909395	67964140	67964090	67964140	-	0.0
GRPEL1	chr4	7058895	7068064	7067497	7067547	-	0.0
ARL6IP4	chr12	122980060	122982913	122980695	122980745	+	80.6035021501152
RBM15B	chr3	51391285	51397908	51391267	51391317	+	3.4585531315901603
FOXI3	chr2	88446787	88452693	88452606	88452656	-	0.096070920321949
STRA8	chr7	135231979	135258663	135231978	135232028	+	0.0
ACSM5	chr16	20409534	20441336	20421176	20421226	+	0.0
MYO16	chr13	108596152	109208005	108596151	108596201	+	0.0
DGKH	chr13	42040036	42256578	42140394	42140444	+	0.0
RPL13	chr16	89560677	89564542	89560676	89560726	+	2327.7023284805
LIPT2	chr11	74490519	74493724	74493683	74493733	-	2.11356024708288
LIPH	chr3	185506262	185552588	185552563	185552613	-	0.0
ATXN2L	chr16	28822999	28837237	28834064	28834114	+	4.32319141448771
FKBPL	chr6	32104478	32106062	32130241	32130291	-	14.3145671279704
TTC3	chr21	37073226	37203112	37159518	37159568	+	0.0
SMOX	chr20	4120980	4187747	4171709	4171759	+	0.0
MARCHF9	chr12	57755103	57760411	57755727	57755777	+	0.0
LINC02203	chr15	21552795	21653276	21552794	21552844	+	0.0
C11orf42	chr11	6205557	6211135	6205565	6205615	+	0.0
DNAJC30	chr7	73680918	73683453	73683403	73683453	-	2.30570208772678
MMP11	chr22	23768226	23784316	23772818	23772868	+	3.65069497223406
PDK2	chr17	50094737	50112152	50095736	50095786	+	0.096070920321949
GAR1	chr4	109815510	109824740	109815634	109815684	+	0.0
CMKLR2	chr2	206175316	206218047	206213321	206213371	-	0.096070920321949
CCDC86	chr11	60842113	60851081	60842144	60842194	+	0.96070920321949
FABP2	chr4	119317250	119322138	119322340	119322390	-	0.0
PATZ1	chr22	31325804	31346346	31343541	31343591	-	0.0
HSPA1A	chr6	31805699	31808181	31815542	31815592	+	14.6027798889363
BTG1	chr12	92140278	92145846	92145847	92145897	-	2.11356024708288
KIAA1755	chr20	38210503	38260772	38260722	38260772	-	0.096070920321949
EEF1G	chr11	62559596	62574086	62573923	62573973	-	5.668184298994991
NCKAP5	chr2	132671788	133568463	132781973	132782023	-	0.0
LTF	chr3	46435645	46485234	46463621	46463671	-	0.0
C9orf85	chr9	71911510	71986054	71911509	71911559	+	0.96070920321949
RERGL	chr12	18080869	18320107	18090143	18090193	-	0.0
ZNF605	chr12	132918306	132956306	132948565	132948615	-	0.0
NEDD4L	chr18	58044226	58401540	58195389	58195439	+	4.03497865352186
DBX1	chr11	20156155	20160475	20160563	20160613	-	0.0
PNPLA2	chr11	818914	825573	823647	823697	+	6.62889350221448
EPAS1	chr2	46293667	46386697	46379699	46379749	+	0.0
JPT1	chr17	75135248	75168281	75168233	75168261	-	0.0
GSC2	chr22	19146993	19150292	19150233	19150283	-	0.0
PDCD7	chr15	65117379	65133808	65133786	65133836	-	40.3497865352186
FNDC11	chr20	63547891	63556695	63553714	63553764	+	0.288212760965847
DENND5B	chr12	31382226	31591136	31590968	31591018	-	0.096070920321949
GOLGA8T	chr15	30135051	30148748	30135786	30135836	+	0.0
GSTT2	chr22	23980058	23983915	23980122	23980172	+	0.0
MAP2K1	chr15	66386837	66491656	66386816	66386866	+	15.659560012477698
KCMF1	chr2	84971093	85059472	84972200	84972240	+	0.0
ZNF608	chr5	124636913	124748807	124701219	124701269	-	0.672496442253643
C12orf60	chr12	14803666	14906586	14803665	14803715	+	11.6245813589558
MGST2	chr4	139665768	139740745	139665996	139666046	+	10.8560139963802
SEPTIN2	chr2	241315100	241354027	241337719	241337769	+	0.0
ALDH1A2	chr15	57953424	58497866	58038532	58038582	-	0.0
SLC28A3	chr9	84275457	84340758	84340609	84340659	-	0.096070920321949
IZUMO1R	chr11	94304580	94308146	94305592	94305642	+	0.0
CSNK2A1	chr20	472498	543835	543771	543821	-	137.52552244087
GSK3B	chr3	119821321	120094994	120093616	120093666	-	2.11356024708288
CHRNA5	chr15	78565520	78595269	78590361	78590411	+	0.0
TGFBI	chr5	136028988	136063818	136053942	136053992	+	0.0
ACO2	chr22	41447830	41529273	41469124	41469174	+	45.249403471638
ATP6V1A	chr3	113747033	113812056	113747032	113747082	+	140.407650050529
NAA50	chr3	113716458	113746300	113746224	113746274	-	297.72378207772005
FIBCD1	chr9	130902438	130939286	130929929	130929979	-	0.0
ATP5MK	chr10	103389041	103396492	103396416	103396466	-	256.989711861214
PTGES3	chr12	56663341	56688408	56688250	56688300	-	148.525642817733
GRIK4	chr11	120511746	120988906	120859047	120859097	+	0.0
ST8SIA5	chr18	46667821	46759257	46688867	46688917	-	0.0
FIG4	chr6	109690609	109878098	109691311	109691361	+	136.997132379099
PRKCE	chr2	45651345	46187990	45651344	45651394	+	0.0
DNASE1L3	chr3	58192257	58214697	58210919	58210969	-	0.0
OR8B8	chr11	124437445	124445696	124441108	124441158	-	0.0
DEFB126	chr20	142590	145751	142633	142683	+	0.0
OR10AD1	chr12	48202339	48203292	48203337	48203387	-	0.0
PCDHB8	chr5	141177790	141180539	141177789	141177839	+	0.0
PCDHGC4	chr5	141484997	141512975	141485062	141485112	+	2.11356024708288
ST3GAL4	chr11	126355640	126440344	126355683	126355733	+	18.0613330205264
PLPPR1	chr9	101028709	101325135	101131521	101131571	+	0.0
TSPYL5	chr8	97273488	97277928	97277914	97277964	-	6.9171062631803295
C3orf84	chr3	49177634	49191858	49189974	49190024	-	0.0
HAP1	chr17	41717742	41734644	41725031	41725081	-	0.288212760965847
LPA	chr6	160531482	160664275	160640800	160640850	-	0.0
TP53TG3	chr16	32673528	32676732	32675189	32675239	-	0.0
TOB1	chr17	50862223	50867978	50867928	50867978	-	0.0
GASK1B	chr4	158124474	158173318	158173268	158173318	-	0.0
KRTAP10-2	chr21	44550357	44551505	44551455	44551505	-	0.0
ANKRD7	chr7	118214669	118496171	118224706	118224756	+	0.0
PCDHA12	chr5	140875302	141012347	140875301	140875351	+	8.83852466961931
SLC7A1	chr13	29509414	29595688	29519460	29519510	-	0.096070920321949
BTBD3	chr20	11890723	11926609	11919540	11919590	+	0.0
CSK	chr15	74782080	74803197	74800474	74800505	+	0.0
PRPH	chr12	49293252	49298686	49297001	49297051	+	0.0
ATG7	chr3	11272309	11557665	11272374	11272424	+	275.339257642706
PROC	chr2	127418427	127429242	127418427	127418477	+	0.0
ANAPC1	chr2	111611639	111884690	111857015	111857065	-	0.0
CD164	chr6	109366514	109382467	109382509	109382559	-	1.05678012354144
RASD1	chr17	17494437	17496395	17496345	17496395	-	0.288212760965847
WFDC13	chr20	45702038	45708817	45702015	45702065	+	0.0
SLCO5A1	chr8	69667046	69834978	69833578	69833628	-	0.0
SLC39A5	chr12	56230049	56237846	56230761	56230811	+	0.0
ANKRA2	chr5	73552190	73565667	73562596	73562646	-	0.0
MRPL44	chr2	223957463	223967714	223957403	223957453	+	69.651417233413
TMUB1	chr7	151081085	151083493	151082931	151082981	-	0.480354601609745
MDFI	chr6	41636882	41654244	41638437	41638485	+	43.5681623660039
HOXD1	chr2	176188668	176190907	176188578	176188628	+	0.0
CNPY2	chr12	56309842	56316119	56311262	56311312	-	0.96070920321949
DEFA4	chr8	6935673	6938159	6938288	6938338	-	0.0
HCLS1	chr3	121631399	121660927	121644133	121644183	-	0.0
H2AC7	chr6	26198784	26199293	26199193	26199243	-	0.096070920321949
AKAP12	chr6	151239967	151358559	151325687	151325737	+	0.096070920321949
MAT2B	chr5	163503114	163519354	163505613	163505663	+	402.633227069288
SH2D4B	chr10	80537902	80646560	80642995	80643045	+	0.0
RAX	chr18	59267035	59274086	59273343	59273393	-	0.288212760965847
C1GALT1	chr7	7156934	7248616	7234319	7234369	+	0.096070920321949
GEMIN5	chr5	154887411	154938211	154892600	154892650	-	0.0
SLC25A46	chr5	110738136	110765161	110741677	110741727	+	0.0
ACKR3	chr2	236567787	236582354	236567786	236567836	+	1.7292765657950802
GPC2	chr7	100169606	100177381	100177322	100177372	-	331.108426889597
COG4	chr16	70480568	70523560	70523515	70523565	-	471.996431541736
RLBP1	chr15	89209869	89221614	89221564	89221614	-	0.0
TMEM272	chr13	51813347	51845177	51845125	51845175	-	0.480354601609745
GGTA1	chr9	121444991	121499844	121499707	121499757	-	0.096070920321949
SNRPA1	chr15	101281510	101295282	101294880	101294930	-	0.096070920321949
IFITM2	chr11	303655	309397	308162	308212	+	554.04099749668
NFXL1	chr4	47847233	47914667	47914617	47914667	-	9.7992338728388
ABCC10	chr6	43427366	43450427	43445099	43445149	+	0.0
CD3D	chr11	118339075	118342705	118342694	118342744	-	0.0
LRRC57	chr15	42537820	42548802	42548743	42548793	-	22.096311674048295
SDCBP	chr8	58552924	58582859	58552923	58552973	+	0.0
NRM	chr6	30678308	30681681	30690952	30691002	-	12.2970778012095
PCYOX1L	chr5	149358037	149369653	149363068	149363118	+	0.0
WNK2	chr9	93184122	93320572	93308500	93308550	+	0.288212760965847
ELAC1	chr18	50967991	50988121	50968015	50968065	+	12.5852905621753
CDC42EP4	chr17	73283624	73312005	73310148	73310198	-	0.0
ALPG	chr2	232406844	232410714	232406842	232406892	+	1.2489219641853402
TP53TG3B	chr16	33360274	33363478	33360876	33360926	+	0.0
HCAR3	chr12	122714756	122716811	122716842	122716892	-	0.0
MRPL14	chr6	44113451	44127452	44127407	44127457	-	141.032111032621
NPRL2	chr3	50347330	50350826	50350771	50350821	-	46.0179708342136
ANXA1	chr9	73151865	73170393	73151864	73151914	+	12.5852905621753
QRFP	chr9	130892707	130896812	130893788	130893838	-	0.0
NPRL3	chr16	84271	138677	138311	138361	-	0.672496442253643
ADAM23	chr2	206443532	206621127	206443866	206443916	+	0.0
PPAT	chr4	56393362	56435615	56435565	56435615	-	55.0486373444768
ATP5MGL	chr22	42639803	42640601	42640551	42640601	-	0.0
CMTM3	chr16	66603874	66613892	66605272	66605322	+	0.0
OR2B2	chr6	27911185	27912396	27912346	27912396	-	0.0
HDHD3	chr9	113373419	113376986	113376949	113376999	-	10.5678012354144
TEKT4	chr2	94871430	94876823	94871432	94871482	+	0.0
RFPL3	chr22	32354885	32361161	32354884	32354897	+	0.0
SLC39A8	chr4	102251080	102431258	102345424	102345474	-	5.668184298994991
BDH2	chr4	103077592	103099870	103099820	103099870	-	124.796125498212
VEZF1	chr17	57971547	57988259	57985298	57985348	-	0.0
ACSF3	chr16	89088375	89164121	89145949	89145999	+	0.0
ADGRA1	chr10	133087924	133131675	133087904	133087954	+	0.0
TRAPPC1	chr17	7930345	7932123	7932073	7932123	-	0.0
SLN	chr11	107707378	107719693	107719615	107719657	-	0.0
NKX6-2	chr10	132783179	132786147	132784715	132784765	-	0.0
ROBO4	chr11	124883691	124898500	124892975	124893025	-	0.0
TERT	chr5	1253147	1295068	1282960	1283010	-	0.0
FAM227A	chr22	38578118	38656629	38656312	38656362	-	64.9439421376375
TCP1	chr6	159778498	159789703	159789552	159789602	-	288.78918648777903
PIGL	chr17	16217191	16351797	16317390	16317440	+	0.288212760965847
RHOBTB2	chr8	22987417	23020509	23004043	23004093	+	0.0
BET1L	chr11	167784	207399	207378	207428	-	15.3713472515118
SLC5A1	chr22	32043261	32113029	32084848	32084898	+	0.0
NOL6	chr9	33461353	33473930	33473880	33473930	-	53.22328985835979
LY86	chr6	6588108	6654983	6588107	6588157	+	0.0
TMEM181	chr6	158536436	158635429	158536435	158536485	+	0.0
PHF12	chr17	28905250	28951771	28951556	28951606	-	2.59391484869262
IDUA	chr4	986997	1004564	991871	991921	+	0.0
PAQR4	chr16	2969270	2973484	2970977	2971027	+	0.096070920321949
TLCD5	chr11	120325296	120333686	120325295	120325345	+	11.0481558370241
GFM2	chr5	74721206	74767147	74767071	74767121	-	219.041698334044
POLR2K	chr8	100150623	100154003	100150624	100150674	+	156.499529204455
CCDC88B	chr11	64340204	64357534	64341605	64341655	+	0.480354601609745
IL17C	chr16	88638572	88640468	88638592	88638642	+	0.0
SYCE1	chr10	133553901	133569835	133565533	133565583	-	0.0
IQCF3	chr3	51826883	51830856	51829829	51829853	+	0.0
MMP2	chr16	55389700	55506691	55488661	55488711	+	0.096070920321949
SMAD4	chr18	51028394	51085045	51030212	51030262	+	14.7949217295802
CHRAC1	chr8	140511311	140517154	140511981	140512025	+	0.480354601609745
DEFB4A	chr8	12096694	12098729	7894628	7894678	+	0.0
DHX8	chr17	43483865	43610338	43484139	43484185	+	0.0
LYZL6	chr17	35934518	35943699	35939217	35939262	-	0.0
CRPPA	chr7	16087525	16502504	16421272	16421322	-	0.0
OR5M10	chr11	56576774	56577721	56577671	56577721	-	0.0
LIG3	chr17	34980512	35009743	34980511	34980561	+	187.24222370747896
TNFSF11	chr13	42562736	42608013	42574223	42574252	+	0.480354601609745
CYB5B	chr16	69398402	69466264	69424618	69424668	+	448.459056062858
GNAT1	chr3	50191610	50197696	50193571	50193621	+	0.0
PDZRN4	chr12	41188320	41574745	41437682	41437732	+	0.096070920321949
MGP	chr12	14880864	14885857	14885876	14885926	-	0.0
MTMR6	chr13	25246222	25287488	25261758	25261808	-	0.0
SEMA4D	chr9	89360787	89498130	89498080	89498130	-	16.1399146140874
GPR27	chr3	71753855	71756496	71754049	71754099	+	0.0
TMEM39A	chr3	119428949	119468830	119437889	119437939	-	0.672496442253643
WNT10B	chr12	48965340	48971735	48970602	48970652	-	0.0
ART1	chr11	3645128	3664416	3645127	3645177	+	0.0
CCDC51	chr3	48432164	48440456	48440095	48440119	-	12.7774324028192
AVP	chr20	3082556	3084724	3084674	3084724	-	0.0
ATM	chr11	108223044	108369102	108223084	108223134	+	14.6027798889363
PLPP5	chr8	38263130	38269243	38267686	38267736	-	0.0
SCTR	chr2	119439843	119525301	119524991	119525041	-	0.0
TAS2R4	chr7	141776674	141781691	141778441	141778491	+	0.0
NPTX1	chr17	80466834	80477843	80477793	80477843	-	0.0
LY6E	chr8	143017982	143023832	143018516	143018566	+	93.2368281724515
SHMT2	chr12	57229573	57234935	57230085	57230135	+	4.5153332551316
OR4D2	chr17	58166982	58171411	58169655	58169705	+	0.0
PHTF2	chr7	77798792	77957503	77840179	77840229	+	0.0
DNAJC14	chr12	55820960	55830824	55830731	55830781	-	1.05678012354144
CFL1	chr11	65823022	65862026	65861371	65861421	-	0.672496442253643
OTUD7A	chr15	31475398	31870789	31870739	31870789	-	0.96070920321949
NRAP	chr10	113588714	113664070	113664020	113664070	-	0.0
WDR48	chr3	39052013	39096671	39089567	39089617	+	0.0
RAB34	chr17	28714281	28718429	28718218	28718268	-	1.92141840643898
SMG1	chr16	18804860	18926408	18876255	18876305	-	0.0
LYZL1	chr10	29289061	29318328	29289060	29289110	+	0.0
BTN2A1	chr6	26457904	26476621	26457924	26457974	+	98.47269332999778
CTDSP2	chr12	57819927	57846729	57829500	57829550	-	0.0
GPR171	chr3	151197832	151203216	151199336	151199386	-	0.0
GZMA	chr5	55102646	55110252	55102647	55102697	+	0.0
EME2	chr16	1772810	1781708	1775208	1775258	+	0.096070920321949
E2F8	chr11	19224063	19241620	19241548	19241598	-	0.0
TMPRSS2	chr21	41464300	41531116	41531048	41531098	-	0.0
SS18L1	chr20	62143769	62182514	62143794	62143844	+	0.96070920321949
CDC123	chr10	12195965	12250589	12246053	12246103	+	0.096070920321949
WDR97	chr8	144107726	144118328	144109726	144109776	+	0.0
IHO1	chr3	49198428	49258106	49198427	49198460	+	0.0
SYNJ1	chr21	32628759	32728040	32727990	32728040	-	1.53713472515118
ATP23	chr12	57941541	57957269	57941540	57941590	+	2.97819852998042
CD5	chr11	61102489	61127852	61102508	61102558	+	0.0
TUSC1	chr9	25676969	25678444	25678390	25678440	-	0.0
MOCS2	chr5	53095679	53110063	53109728	53109778	-	29.1094888575506
MAP3K1	chr5	56815549	56896152	56885952	56886002	+	0.0
MARCHF7	chr2	159712457	159771027	159733964	159734014	+	0.0
BBIP1	chr10	110898730	110919201	110904895	110904945	-	0.0
L3MBTL3	chr6	130013699	130141449	130019366	130019416	+	0.672496442253643
GSTA5	chr6	52831655	52840843	52840793	52840843	-	0.0
SERINC3	chr20	44496221	44522085	44522035	44522085	-	203.766422002854
ADGRA2	chr8	37784191	37844896	37784190	37784240	+	0.0
PCDHGA2	chr5	141338760	141512975	141338759	141338809	+	0.96070920321949
OPLAH	chr8	144051266	144063965	144054829	144054879	-	0.096070920321949
GABARAPL2	chr16	75566375	75577881	75566350	75566400	+	50.4372331690232
CLIP2	chr7	74289407	74405935	74317546	74317596	+	0.672496442253643
SLC2A11	chr22	23856703	23886312	23856933	23856983	+	2.97819852998042
BRPF1	chr3	9731729	9748019	9731744	9731794	+	4.32319141448771
