gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end	gex	gex_rank	gex_group	gene_length	gene_center	TSS_center
EFEMP1	chr2	55865967	55924139	-	55923747	55923797	5.38199787065099	0.7278002947678703	gex>0	58173	55895053	55923772
MRE11	chr11	94415570	94493885	-	94493799	94493849	91.78228511556593	0.9010685335298452	gex>0	78316	94454727	94493824
YY1	chr14	100238298	100282788	+	100239753	100239803	2.59489183049244	0.6914455907639401	gex>0	44491	100260543	100239778
CIAO2B	chr16	66932065	66934423	-	66934373	66934423	139.45140911276002	0.9251412429378532	gex>0	2359	66933244	66934398
NHP2	chr5	178149463	178153894	-	178153844	178153894	1210.37287826747	0.9932449029722428	gex>0	4432	178151678	178153869
UBALD1	chr16	4608883	4615027	-	4614977	4615027	4.03649840298824	0.7126934414148858	gex>0	6145	4611955	4615002
SCN3A	chr2	165087526	165204050	-	165204017	165204067	4.51703392715351	0.7182510439695406	gex>0	116525	165145788	165204042
DUSP18	chr22	30652051	30667887	-	30667840	30667890	67.8035624597191	0.8797899778924098	gex>0	15837	30659969	30667865
ORC6	chr16	46689643	46698394	+	46689645	46689695	232.579193695989	0.9516703512650454	gex>0	8752	46694018	46689670
EXOSC8	chr13	36998816	37025881	+	37000782	37000822	62.3735110366516	0.8733419307295505	gex>0	27066	37012348	37000802
MINK1	chr17	4833340	4898061	+	4894543	4894593	0.480535524165267	0.6075288626873004	gex>0	64722	4865700	4894568
SNAPC5	chr15	66490135	66497780	-	66497712	66497780	82.94043147092499	0.8941599115696389	gex>0	7646	66493957	66497746
DSCAML1	chr11	117427772	117817525	-	117817475	117817525	4.90146234648572	0.7233787767133383	gex>0	389754	117622648	117817500
CDKN3	chr14	54396849	54420218	+	54396954	54397004	392.21309482369105	0.9720584622942766	gex>0	23370	54408533	54396979
ZC3H15	chr2	186486253	186509361	+	186486252	186486302	232.579193695989	0.9516703512650454	gex>0	23109	186497807	186486277
TYK2	chr19	10350529	10380572	-	10380522	10380572	54.3485677830916	0.8647445345124048	gex>0	30044	10365550	10380547
MARCHF11	chr5	16067139	16180762	-	16180712	16180762	0.480535524165267	0.6075288626873004	gex>0	113624	16123950	16180737
TMEM237	chr2	201620184	201643570	-	201642642	201642692	98.46172890146308	0.905367231638418	gex>0	23387	201631877	201642667
FDXACB1	chr11	111874056	111881243	-	111879130	111879180	60.5474760448236	0.8712539916482437	gex>0	7188	111877649	111879155
BAHD1	chr15	40439721	40468236	+	40458464	40458514	0.480535524165267	0.6075288626873004	gex>0	28516	40453978	40458489
GPATCH11	chr2	37084451	37099244	+	37084450	37084500	16.145993611953003	0.7876136084500123	gex>0	14794	37091847	37084475
ZNF552	chr19	57803841	57814913	-	57814863	57814913	11.3406383703003	0.767563252272169	gex>0	11073	57809377	57814888
ARMC7	chr17	75109952	75130272	+	75109951	75110001	32.484201433572004	0.830385654630312	gex>0	20321	75120112	75109976
ZNF813	chr19	53467733	53496255	+	53467734	53467784	53.916085811342896	0.8640076148366495	gex>0	28523	53481994	53467759
MYO6	chr6	75749201	75919537	+	75749208	75749258	46.80416005369701	0.8546425939572586	gex>0	170337	75834369	75749233
RNF38	chr9	36336396	36487548	-	36400822	36400923	8.16910391080953	0.749048145418816	gex>0	151153	36411972	36400872
FEZ1	chr11	125442881	125592568	-	125452775	125452825	0.480535524165267	0.6075288626873004	gex>0	149688	125517724	125452800
CD7	chr17	82314868	82317608	-	82317529	82317602	4.03649840298824	0.7126934414148858	gex>0	2741	82316238	82317565
CFLAR	chr2	201116154	201176687	+	201116836	201116886	1.63382078216191	0.6671579464505035	gex>0	60534	201146420	201116861
ACADS	chr12	120725774	120740008	+	120725860	120725910	0.480535524165267	0.6075288626873004	gex>0	14235	120732891	120725885
VPS41	chr7	38722974	38932394	-	38909179	38909229	369.43571097825696	0.9701547531319086	gex>0	209421	38827684	38909204
TP53I13	chr17	29566052	29573157	+	29572429	29572479	0.480535524165267	0.6075288626873004	gex>0	7106	29569604	29572454
CWC15	chr11	94962620	94973586	-	94973536	94973586	2371.05838333626	0.9977278309997544	gex>0	10967	94968103	94973561
ATP6V1G2	chr6	31544444	31548427	-	31546587	31546637	25.6605969904252	0.8150638663718988	gex>0	3984	31546435	31546612
OTULINL	chr5	14581792	14616180	+	14581774	14581824	0.480535524165267	0.6075288626873004	gex>0	34389	14598986	14581799
CHERP	chr19	16517894	16542437	-	16542159	16542209	0.480535524165267	0.6075288626873004	gex>0	24544	16530165	16542184
DDX42	chr17	63773603	63819317	+	63800176	63800226	3.5559628788229705	0.706951608941292	gex>0	45715	63796460	63800201
EVL	chr14	99971449	100144236	+	100138811	100138861	0.480535524165267	0.6075288626873004	gex>0	172788	100057842	100138836
ATP8A1	chr4	42408373	42657105	-	42485495	42485513	0.480535524165267	0.6075288626873004	gex>0	248733	42532739	42485504
TUBD1	chr17	59859479	59892945	-	59892891	59892945	7.111925757645951	0.7413104888233849	gex>0	33467	59876212	59892918
EIF5	chr14	103333544	103345025	+	103336763	103336813	4.90146234648572	0.7233787767133383	gex>0	11482	103339284	103336788
POMT2	chr14	77274956	77320883	-	77320834	77320884	5.86253339481625	0.7314541881601572	gex>0	45928	77297919	77320859
UNC93B1	chr11	67991100	68004982	-	68004073	68004123	20.7591346439395	0.8028739867354459	gex>0	13883	67998041	68004098
PCED1B	chr12	47079603	47236662	+	47223500	47223594	0.480535524165267	0.6075288626873004	gex>0	157060	47158132	47223547
GDPD4	chr11	77216558	77301687	-	77301637	77301687	0.0	0.2901314173421763	gex=0	85130	77259122	77301662
NANOS1	chr10	119029714	119033730	+	119030425	119030475	0.0	0.2901314173421763	gex=0	4017	119031722	119030450
BEST1	chr11	61950063	61965515	+	61950369	61950419	0.0	0.2901314173421763	gex=0	15453	61957789	61950394
CFI	chr4	109740694	109801999	-	109746242	109746292	0.0	0.2901314173421763	gex=0	61306	109771346	109746267
CACNA2D2	chr3	50362613	50504244	-	50365732	50365782	0.0	0.2901314173421763	gex=0	141632	50433428	50365757
LBHD1	chr11	62662817	62672267	-	62670635	62670685	0.0	0.2901314173421763	gex=0	9451	62667542	62670660
UNC79	chr14	93333219	93707876	+	93430875	93430925	0.0	0.2901314173421763	gex=0	374658	93520547	93430900
MRGPRX3	chr11	18120955	18138488	+	18132611	18132661	0.0	0.2901314173421763	gex=0	17534	18129721	18132636
LRIT3	chr4	109848107	109872315	+	109851329	109851379	0.0	0.2901314173421763	gex=0	24209	109860211	109851354
ZNRF3	chr22	28883572	29057488	+	28987051	28987101	0.0	0.2901314173421763	gex=0	173917	28970530	28987076
TBX6	chr16	30085793	30091924	-	30091837	30091887	0.0	0.2901314173421763	gex=0	6132	30088858	30091862
AGXT2	chr5	34998101	35048135	-	35026345	35026395	0.0	0.2901314173421763	gex=0	50035	35023118	35026370
CARD11	chr7	2906142	3043867	-	2922990	2923040	0.0	0.2901314173421763	gex=0	137726	2975004	2923015
TTC29	chr4	146706617	146945882	-	146945832	146945882	0.0	0.2901314173421763	gex=0	239266	146826249	146945857
MBD3L3	chr19	7056207	7069665	-	7058590	7058640	0.0	0.2901314173421763	gex=0	13459	7062936	7058615
DNMT3B	chr20	32762385	32809356	+	32762384	32762434	0.0	0.2901314173421763	gex=0	46972	32785870	32762409
FANCD2OS	chr3	10081317	10108255	-	10108181	10108231	0.0	0.2901314173421763	gex=0	26939	10094786	10108206
SERPINB7	chr18	63752935	63805376	+	63777976	63778026	0.0	0.2901314173421763	gex=0	52442	63779155	63778001
ZNF276	chr16	89720400	89740925	+	89731525	89731575	0.0	0.2901314173421763	gex=0	20526	89730662	89731550
ZNF844	chr19	12064731	12081565	+	12064809	12064859	0.0	0.2901314173421763	gex=0	16835	12073148	12064834
CHST5	chr16	75528530	75536108	-	75535197	75535247	0.0	0.2901314173421763	gex=0	7579	75532319	75535222
OTOA	chr16	21663968	21761935	+	21729570	21729620	0.0	0.2901314173421763	gex=0	97968	21712951	21729595
PRSS45P	chr3	46742092	46750891	-	46744705	46812558	0.0	0.2901314173421763	gex=0	8800	46746491	46778631
ACSM2A	chr16	20451461	20487669	+	20451610	20451660	0.0	0.2901314173421763	gex=0	36209	20469565	20451635
ZNF521	chr18	25061924	25352190	-	25352140	25352190	0.0	0.2901314173421763	gex=0	290267	25207057	25352165
ZBTB39	chr12	56998836	57006546	-	57006404	57006446	0.0	0.2901314173421763	gex=0	7711	57002691	57006425
USP17L24	chr4	9325165	9326757	+	9325164	9325214	0.0	0.2901314173421763	gex=0	1593	9325961	9325189
SYT4	chr18	43267892	43277535	-	43277485	43277535	0.0	0.2901314173421763	gex=0	9644	43272713	43277510
OR3A2	chr17	3276942	3386317	-	3278924	3278974	0.0	0.2901314173421763	gex=0	109376	3331629	3278949
LTB4R	chr14	24311449	24318035	+	24313310	24313360	0.0	0.2901314173421763	gex=0	6587	24314742	24313335
TCF7L2	chr10	112950247	113167678	+	112950249	112950299	0.0	0.2901314173421763	gex=0	217432	113058962	112950274
KCNAB3	chr17	7921859	7929856	-	7923792	7923842	0.0	0.2901314173421763	gex=0	7998	7925857	7923817
GCK	chr7	44143213	44198170	-	44146094	44188987	0.0	0.2901314173421763	gex=0	54958	44170691	44167540
SGMS1	chr10	50305586	50625163	-	50343476	50343526	0.0	0.2901314173421763	gex=0	319578	50465374	50343501
LRRC37A	chr17	46292733	46337794	+	46295098	46295148	0.0	0.2901314173421763	gex=0	45062	46315263	46295123
GNAZ	chr22	23070519	23125032	+	23070573	23070623	0.0	0.2901314173421763	gex=0	54514	23097775	23070598
ROCK1	chr18	20946906	21111813	-	20969304	20969354	0.0	0.2901314173421763	gex=0	164908	21029359	20969329
SCN4B	chr11	118133377	118152888	-	118141814	118141864	0.0	0.2901314173421763	gex=0	19512	118143132	118141839
GRID1	chr10	85599552	86366795	-	85613083	85613133	0.0	0.2901314173421763	gex=0	767244	85983173	85613108
SLC5A5	chr19	17871945	17895174	+	17871972	17872022	0.0	0.2901314173421763	gex=0	23230	17883559	17871997
SPAG11A	chr8	7847876	7868867	+	7847879	7847929	0.0	0.2901314173421763	gex=0	20992	7858371	7847904
TPPP	chr5	659862	693352	-	693345	693395	0.0	0.2901314173421763	gex=0	33491	676607	693370
SERPINE2	chr2	223975045	224039318	-	224031428	224031478	0.0	0.2901314173421763	gex=0	64274	224007181	224031453
DLEC1	chr3	38039205	38124025	+	38062745	38062795	0.0	0.2901314173421763	gex=0	84821	38081615	38062770
RFX6	chr6	116877212	116932161	+	116884788	116884838	0.0	0.2901314173421763	gex=0	54950	116904686	116884813
PPARG	chr3	12287368	12434356	+	12351471	12351521	0.0	0.2901314173421763	gex=0	146989	12360862	12351496
PSG6	chr19	42902086	42919563	-	42910754	42910804	0.0	0.2901314173421763	gex=0	17478	42910824	42910779
SIGIRR	chr11	405716	417455	-	409927	409977	0.0	0.2901314173421763	gex=0	11740	411585	409952
KRT32	chr17	41459513	41467386	-	41467379	41467429	0.0	0.2901314173421763	gex=0	7874	41463449	41467404
ERICH4	chr19	41443156	41444765	+	41443157	41443207	0.0	0.2901314173421763	gex=0	1610	41443960	41443182
FGFR3	chr4	1793293	1808872	+	1793311	1793361	0.0	0.2901314173421763	gex=0	15580	1801082	1793336
ALK	chr2	29192774	29921586	-	29717650	29717700	0.0	0.2901314173421763	gex=0	728813	29557180	29717675
ACVR2B	chr3	38453890	38493142	+	38454318	38454368	0.0	0.2901314173421763	gex=0	39253	38473516	38454343
GAL3ST4	chr7	100159244	100168617	-	100168062	100168112	0.0	0.2901314173421763	gex=0	9374	100163930	100168087
IL7R	chr5	35852695	35879603	+	35856294	35856344	0.0	0.2901314173421763	gex=0	26909	35866149	35856319
PAM16	chr16	4331549	4356579	-	4355588	4355607	0.0	0.2901314173421763	gex=0	25031	4344064	4355597
KLK7	chr19	50976468	50984099	-	50983864	50984099	0.0	0.2901314173421763	gex=0	7632	50980283	50983981
GPR63	chr6	96794125	96837477	-	96837413	96837463	0.0	0.2901314173421763	gex=0	43353	96815801	96837438
SMTNL2	chr17	4583999	4608319	+	4584538	4584588	0.0	0.2901314173421763	gex=0	24321	4596159	4584563
FOXI1	chr5	170105897	170109734	+	170105896	170105946	0.0	0.2901314173421763	gex=0	3838	170107815	170105921
DNAI2	chr17	74274234	74314884	+	74274246	74274339	0.0	0.2901314173421763	gex=0	40651	74294559	74274292
NAT8	chr2	73640723	73642422	-	73642343	73642393	0.0	0.2901314173421763	gex=0	1700	73641572	73642368
BCL9L	chr11	118893875	118925926	-	118910854	118910904	0.0	0.2901314173421763	gex=0	32052	118909900	118910879
RXRA	chr9	134317098	134440585	+	134317097	134317147	0.0	0.2901314173421763	gex=0	123488	134378841	134317122
CILP	chr15	65194760	65211473	-	65211438	65211488	0.0	0.2901314173421763	gex=0	16714	65203116	65211463
OR7C1	chr19	14789260	14835376	-	14800161	14800211	0.0	0.2901314173421763	gex=0	46117	14812318	14800186
TP53TG3C	chr16	33193659	33196858	+	33194991	33195038	0.0	0.2901314173421763	gex=0	3200	33195258	33195014
TELO2	chr16	1493344	1510457	+	1505440	1505490	0.0	0.2901314173421763	gex=0	17114	1501900	1505465
PHYHD1	chr9	128920966	128942041	+	128920965	128921015	0.0	0.2901314173421763	gex=0	21076	128931503	128920990
LEMD3	chr12	65169583	65248355	+	65240565	65240615	0.0	0.2901314173421763	gex=0	78773	65208969	65240590
ARHGAP35	chr19	46860997	47005077	+	46999097	46999147	0.0	0.2901314173421763	gex=0	144081	46933037	46999122
CCDC153	chr11	119190250	119196769	-	119195824	119195874	0.0	0.2901314173421763	gex=0	6520	119193509	119195849
ZNF483	chr9	111525159	111577844	+	111525188	111525238	0.0	0.2901314173421763	gex=0	52686	111551501	111525213
SPTB	chr14	64746283	64879907	-	64768163	64768213	0.0	0.2901314173421763	gex=0	133625	64813095	64768188
GLRA1	chr5	151822513	151924851	-	151924792	151924842	0.0	0.2901314173421763	gex=0	102339	151873682	151924817
TDP1	chr14	89954939	90044764	+	89958292	89958342	0.0	0.2901314173421763	gex=0	89826	89999851	89958317
ASB16	chr17	44170447	44179084	+	44170705	44170755	0.0	0.2901314173421763	gex=0	8638	44174765	44170730
FOXL2NB	chr3	138947217	138953990	+	138947611	138947661	0.0	0.2901314173421763	gex=0	6774	138950603	138947636
BIN1	chr2	127048027	127107288	-	127106951	127107001	0.0	0.2901314173421763	gex=0	59262	127077657	127106976
EDDM3A	chr14	20745887	20748380	+	20745891	20745941	0.0	0.2901314173421763	gex=0	2494	20747133	20745916
ROBO3	chr11	124865432	124881471	+	124878364	124878414	0.0	0.2901314173421763	gex=0	16040	124873451	124878389
CLDN9	chr16	3012923	3014505	+	3012455	3012505	0.0	0.2901314173421763	gex=0	1583	3013714	3012480
RUSC2	chr9	35490111	35561898	+	35538631	35538681	0.0	0.2901314173421763	gex=0	71788	35526004	35538656
C12orf42	chr12	103237591	103495978	-	103495921	103495971	0.0	0.2901314173421763	gex=0	258388	103366784	103495946
A2ML1	chr12	8822621	8887001	+	8822471	8845003	0.0	0.2901314173421763	gex=0	64381	8854811	8833737
CCL7	chr17	34270221	34272242	+	34270220	34270270	0.0	0.2901314173421763	gex=0	2022	34271231	34270245
DHRS2	chr14	23630115	23645639	+	23630114	23630164	0.0	0.2901314173421763	gex=0	15525	23637877	23630139
PDZD8	chr10	117277274	117375440	-	117314185	117314235	0.0	0.2901314173421763	gex=0	98167	117326357	117314210
SYT15	chr10	46578217	46594173	+	46587889	46587939	0.0	0.2901314173421763	gex=0	15957	46586195	46587914
ZNF524	chr19	55600022	55603138	+	55600021	55600071	0.0	0.2901314173421763	gex=0	3117	55601580	55600046
DNAJA3	chr16	4427764	4458734	+	4433845	4433895	0.0	0.2901314173421763	gex=0	30971	4443249	4433870
PENK	chr8	56436674	56446671	-	56445598	56445648	0.0	0.2901314173421763	gex=0	9998	56441672	56445623
GOLGA8N	chr15	32593456	32607310	+	32593459	32593509	0.0	0.2901314173421763	gex=0	13855	32600383	32593484
WFDC9	chr20	45607939	45631284	-	45631218	45631268	0.0	0.2901314173421763	gex=0	23346	45619611	45631243
THBD	chr20	23045633	23049672	-	23049691	23049741	0.0	0.2901314173421763	gex=0	4040	23047652	23049716
VPS39	chr15	42158701	42208307	-	42179053	42179103	0.0	0.2901314173421763	gex=0	49607	42183504	42179078
SCGB2B2	chr19	34590644	34677159	-	34675649	34675699	0.0	0.2901314173421763	gex=0	86516	34633901	34675674
DLX4	chr17	49968970	49974959	+	49969173	49969223	0.0	0.2901314173421763	gex=0	5990	49971964	49969198
LRRC75B	chr22	24585620	24593208	-	24592235	24592285	0.0	0.2901314173421763	gex=0	7589	24589414	24592260
HACE1	chr6	104728094	104859919	-	104785148	104785198	0.0	0.2901314173421763	gex=0	131826	104794006	104785173
ANGPT2	chr8	6499632	6563409	-	6562994	6563044	0.0	0.2901314173421763	gex=0	63778	6531520	6563019
MNT	chr17	2384073	2401104	-	2392028	2392078	0.0	0.2901314173421763	gex=0	17032	2392588	2392053
CLSTN3	chr12	7128929	7158176	+	7138681	7138731	0.0	0.2901314173421763	gex=0	29248	7143552	7138706
ZPR1	chr11	116773799	116788039	-	116775826	116775876	0.0	0.2901314173421763	gex=0	14241	116780919	116775851
POTED	chr21	13609777	13645823	+	13609857	13609907	0.0	0.2901314173421763	gex=0	36047	13627800	13609882
TBKBP1	chr17	47694161	47712052	+	47695684	47695734	0.0	0.2901314173421763	gex=0	17892	47703106	47695709
CRISP3	chr6	49727376	49744437	-	49744387	49744437	0.0	0.2901314173421763	gex=0	17062	49735906	49744412
SRL	chr16	4189374	4242080	-	4242025	4242075	0.0	0.2901314173421763	gex=0	52707	4215727	4242050
DPEP2NB	chr16	68013436	68015911	-	68015861	68015911	0.0	0.2901314173421763	gex=0	2476	68014673	68015886
HOMER3	chr19	18929201	18941261	-	18932997	18933047	0.0	0.2901314173421763	gex=0	12061	18935231	18933022
GKN2	chr2	68945232	68952893	-	68952920	68952970	0.0	0.2901314173421763	gex=0	7662	68949062	68952945
RAD51B	chr14	67819779	68730218	+	67865031	67865081	0.0	0.2901314173421763	gex=0	910440	68274998	67865056
LACC1	chr13	43879284	43893932	+	43879557	43879882	0.0	0.2901314173421763	gex=0	14649	43886608	43879719
DSG3	chr18	31447741	31478702	+	31447794	31447844	0.0	0.2901314173421763	gex=0	30962	31463221	31447819
OR10G4	chr11	124012997	124018732	+	124015574	124015624	0.0	0.2901314173421763	gex=0	5736	124015864	124015599
MAP3K4	chr6	160991727	161117385	+	161034357	161034407	0.0	0.2901314173421763	gex=0	125659	161054556	161034382
CCDC170	chr6	151494017	151621193	+	151593027	151593077	0.0	0.2901314173421763	gex=0	127177	151557605	151593052
CYP19A1	chr15	51208057	51338601	-	51338546	51338596	0.0	0.2901314173421763	gex=0	130545	51273329	51338571
KRTAP13-2	chr21	30371390	30372271	-	30372207	30372257	0.0	0.2901314173421763	gex=0	882	30371830	30372232
FRY	chr13	31846713	32299125	+	32262388	32262438	0.0	0.2901314173421763	gex=0	452413	32072919	32262413
COL9A3	chr20	62816244	62841159	+	62836418	62836468	0.0	0.2901314173421763	gex=0	24916	62828701	62836443
CARD14	chr17	80169992	80209331	+	80170033	80170056	0.0	0.2901314173421763	gex=0	39340	80189661	80170044
AP3S2	chr15	89830599	89894638	-	89889429	89889479	0.0	0.2901314173421763	gex=0	64040	89862618	89889454
TAGLN	chr11	117199370	117207464	+	117199381	117199443	0.0	0.2901314173421763	gex=0	8095	117203417	117199412
DEFB119	chr20	31377164	31390590	-	31390540	31390590	0.0	0.2901314173421763	gex=0	13427	31383877	31390565
RPL30	chr8	98024851	98046469	-	98043035	98043085	0.0	0.2901314173421763	gex=0	21619	98035660	98043060
FMNL2	chr2	152335174	152649826	+	152619577	152619627	0.0	0.2901314173421763	gex=0	314653	152492500	152619602
PELI2	chr14	56117814	56301524	+	56117813	56117863	0.0	0.2901314173421763	gex=0	183711	56209669	56117838
FAM124A	chr13	51222334	51284239	+	51222333	51222416	0.0	0.2901314173421763	gex=0	61906	51253286	51222374
SCG2	chr2	223596940	223602361	-	223602234	223602284	0.0	0.2901314173421763	gex=0	5422	223599650	223602259
GALM	chr2	38666081	38741237	+	38666242	38666292	0.0	0.2901314173421763	gex=0	75157	38703659	38666267
C3orf80	chr3	160225422	160228213	+	160225841	160225891	0.0	0.2901314173421763	gex=0	2792	160226817	160225866
ZBED9	chr6	28570535	28616212	-	28616162	28616212	0.0	0.2901314173421763	gex=0	45678	28593373	28616187
GSX1	chr13	27792483	27794768	+	27792642	27792692	0.0	0.2901314173421763	gex=0	2286	27793625	27792667
PSORS1C1	chr6	31114750	31140092	+	31138356	31138406	0.0	0.2901314173421763	gex=0	25343	31127421	31138381
CCDC8	chr19	46410329	46413564	-	46413534	46413584	0.0	0.2901314173421763	gex=0	3236	46411946	46413559
NSA2	chr5	74766991	74780113	+	74769297	74769347	0.0	0.2901314173421763	gex=0	13123	74773552	74769322
SETBP1	chr18	44680173	45068510	+	44680172	44680222	0.0	0.2901314173421763	gex=0	388338	44874341	44680197
CAMK2G	chr10	73812501	73874591	-	73847987	73848018	0.0	0.2901314173421763	gex=0	62091	73843546	73848002
SPO11	chr20	57329803	57343994	+	57329812	57329862	0.0	0.2901314173421763	gex=0	14192	57336898	57329837
MCTP1	chr5	94703690	95285094	-	95283950	95284000	0.0	0.2901314173421763	gex=0	581405	94994392	95283975
OR5AU1	chr14	21148370	21159060	-	21156013	21156063	0.0	0.2901314173421763	gex=0	10691	21153715	21156038
YBX2	chr17	7288263	7294639	-	7294514	7294615	0.0	0.2901314173421763	gex=0	6377	7291451	7294564
SPHK1	chr17	76376584	76387860	+	76386022	76386072	0.0	0.2901314173421763	gex=0	11277	76382222	76386047
CEP112	chr17	65635537	66192133	-	65903265	65903315	0.0	0.2901314173421763	gex=0	556597	65913835	65903290
CADPS2	chr7	122318411	122886759	-	122438340	122438376	0.0	0.2901314173421763	gex=0	568349	122602585	122438358
SFRP4	chr7	37905932	38025695	-	37909789	37909839	0.0	0.2901314173421763	gex=0	119764	37965813	37909814
RNF133	chr7	122697735	122699117	-	122699106	122699156	0.0	0.2901314173421763	gex=0	1383	122698426	122699131
HAP1	chr17	41717742	41734644	-	41725031	41725141	0.0	0.2901314173421763	gex=0	16903	41726193	41725086
AQP4	chr18	26852043	26865771	-	26862356	26862406	0.0	0.2901314173421763	gex=0	13729	26858907	26862381
AZGP1	chr7	99966720	99976042	-	99968713	99968763	0.0	0.2901314173421763	gex=0	9323	99971381	99968738
CALHM4	chr6	116529013	116561127	+	116529045	116529095	0.0	0.2901314173421763	gex=0	32115	116545070	116529070
UCKL1	chr20	63939829	63956416	-	63946593	63946643	0.0	0.2901314173421763	gex=0	16588	63948122	63946618
ARID4A	chr14	58298504	58373887	+	58299330	58299380	0.0	0.2901314173421763	gex=0	75384	58336195	58299355
PRPH	chr12	49293252	49298686	+	49297001	49297051	0.0	0.2901314173421763	gex=0	5435	49295969	49297026
HDC	chr15	50241947	50265965	-	50263379	50263429	0.0	0.2901314173421763	gex=0	24019	50253956	50263404
PITX1	chr5	135027734	135034813	-	135034763	135034813	0.0	0.2901314173421763	gex=0	7080	135031273	135034788
ARMH4	chr14	57999735	58298139	-	58152163	58152213	0.0	0.2901314173421763	gex=0	298405	58148937	58152188
POSTN	chr13	37562583	37598844	-	37598794	37598844	0.0	0.2901314173421763	gex=0	36262	37580713	37598819
CAVIN4	chr9	100578079	100588389	+	100578078	100578128	0.0	0.2901314173421763	gex=0	10311	100583234	100578103
ART5	chr11	3638512	3642316	-	3640315	3640365	0.0	0.2901314173421763	gex=0	3805	3640414	3640340
PRX	chr19	40393766	40414793	-	40408193	40413366	0.0	0.2901314173421763	gex=0	21028	40404279	40410779
HTR1B	chr6	77460924	77463491	-	77463414	77463464	0.0	0.2901314173421763	gex=0	2568	77462207	77463439
OR4N2	chr14	19719015	19830253	+	19803769	19803819	0.0	0.2901314173421763	gex=0	111239	19774634	19803794
GDAP1L1	chr20	44247099	44280947	+	44247098	44247148	0.0	0.2901314173421763	gex=0	33849	44264023	44247123
ZNF735	chr7	64207090	64220508	+	64207089	64207139	0.0	0.2901314173421763	gex=0	13419	64213799	64207114
FDCSP	chr4	70226124	70235252	+	70226070	70226120	0.0	0.2901314173421763	gex=0	9129	70230688	70226095
COX5B	chr2	97646062	97648383	+	97646440	97646490	0.0	0.2901314173421763	gex=0	2322	97647222	97646465
ANKS4B	chr16	21233699	21253850	+	21233664	21233714	0.0	0.2901314173421763	gex=0	20152	21243774	21233689
TARM1	chr19	54069947	54081380	-	54081315	54081365	0.0	0.2901314173421763	gex=0	11434	54075663	54081340
UBE2I	chr16	1308880	1327018	+	1315324	1315374	0.0	0.2901314173421763	gex=0	18139	1317949	1315349
NKX6-1	chr4	84491985	84499292	-	84496900	84496950	0.0	0.2901314173421763	gex=0	7308	84495638	84496925
PSG9	chr19	43211791	43269530	-	43269480	43269530	0.0	0.2901314173421763	gex=0	57740	43240660	43269505
KLK10	chr19	51012739	51020175	-	51020125	51020175	0.0	0.2901314173421763	gex=0	7437	51016457	51020150
KRT76	chr12	52768155	52777345	-	52777295	52777345	0.0	0.2901314173421763	gex=0	9191	52772750	52777320
DLL1	chr6	170282206	170306565	-	170306525	170306565	0.0	0.2901314173421763	gex=0	24360	170294385	170306545
KCTD8	chr4	44173903	44448809	-	44447563	44447613	0.0	0.2901314173421763	gex=0	274907	44311356	44447588
GAD2	chr10	26216665	26304558	+	26216732	26216782	0.0	0.2901314173421763	gex=0	87894	26260611	26216757
IMPACT	chr18	24426634	24453531	+	24426615	24426696	0.0	0.2901314173421763	gex=0	26898	24440082	24426655
GRM6	chr5	178977587	178996206	-	178996156	178996206	0.0	0.2901314173421763	gex=0	18620	178986896	178996181
GNB3	chr12	6839954	6847393	+	6840385	6840420	0.0	0.2901314173421763	gex=0	7440	6843673	6840402
IDO1	chr8	39902275	39928790	+	39924719	39924769	0.0	0.2901314173421763	gex=0	26516	39915532	39924744
MAP2K5	chr15	67542703	67807117	+	67640552	67640602	0.0	0.2901314173421763	gex=0	264415	67674910	67640577
TNFRSF1A	chr12	6328757	6342114	-	6331097	6331147	0.0	0.2901314173421763	gex=0	13358	6335435	6331122
MIA-RAB4B	chr19	40771648	40796943	+	40771647	40771697	0.0	0.2901314173421763	gex=0	25296	40784295	40771672
DPYSL4	chr10	132186948	132205759	+	132186977	132187027	0.0	0.2901314173421763	gex=0	18812	132196353	132187002
REC114	chr15	73443164	73560013	+	73443157	73443207	0.0	0.2901314173421763	gex=0	116850	73501588	73443182
RFX7	chr15	56087280	56245082	-	56144400	56144435	0.0	0.2901314173421763	gex=0	157803	56166181	56144417
GNAO1	chr16	56191390	56357444	+	56193652	56193702	0.0	0.2901314173421763	gex=0	166055	56274417	56193677
EIF4EBP3	chr5	140547662	140549576	+	140547665	140547715	0.0	0.2901314173421763	gex=0	1915	140548619	140547690
LAMB4	chr7	108023548	108130361	-	108130306	108130356	0.0	0.2901314173421763	gex=0	106814	108076954	108130331
MYBPC3	chr11	47331406	47352702	-	47352652	47352702	0.0	0.2901314173421763	gex=0	21297	47342054	47352677
GPT2	chr16	46884362	46931289	+	46915297	46915347	0.0	0.2901314173421763	gex=0	46928	46907825	46915322
ZNF556	chr19	2867335	2883445	+	2867334	2867384	0.0	0.2901314173421763	gex=0	16111	2875390	2867359
ALDOC	chr17	28573115	28576948	-	28575864	28575914	0.0	0.2901314173421763	gex=0	3834	28575031	28575889
CAMKK2	chr12	121237675	121298308	-	121297513	121297563	0.0	0.2901314173421763	gex=0	60634	121267991	121297538
CPSF2	chr14	92121969	92172145	+	92154020	92154070	0.0	0.2901314173421763	gex=0	50177	92147057	92154045
FOLR3	chr11	72114869	72139892	+	72135709	72135759	0.0	0.2901314173421763	gex=0	25024	72127380	72135734
