gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	DNase_gene_z_mean	DNase_gene_z_std	DNase_tss_z_mean	DNase_tss_z_std	H3K27ac_gene_z_mean	H3K27ac_gene_z_std	H3K27ac_tss_z_mean	H3K27ac_tss_z_std	H3K4me3_gene_z_mean	H3K4me3_gene_z_std	H3K4me3_tss_z_mean	H3K4me3_tss_z_std	H3K27me3_gene_z_mean	H3K27me3_gene_z_std	H3K27me3_tss_z_mean	H3K27me3_tss_z_std	H3K36me3_gene_z_mean	H3K36me3_gene_z_std	H3K36me3_tss_z_mean	H3K36me3_tss_z_std	H3K4me1_gene_z_mean	H3K4me1_gene_z_std	H3K4me1_tss_z_mean	H3K4me1_tss_z_std	H3K9me3_gene_z_mean	H3K9me3_gene_z_std	H3K9me3_tss_z_mean	H3K9me3_tss_z_std
LDLRAP1	chr1	25543606	25568886	25554880	25554930	+		0.03865392	0.07042602	0.010483954	0.010475155	-0.008225217	0.22274691	-0.10034647	0.0067827017	0.048140507	0.64273	-0.09351445	0.0028798757	-0.30225188	0.059516683	-0.3293009	0.010998853	-0.022935282	0.7230752	0.020148223	0.672384	1.455147	3.1706765	-0.23909199	0.006052369	-0.60352874	0.2705696	-0.6833863	0.19547777
ATP6V1G3	chr1	198534710	198552432	198540685	198540735	-		-0.007821031	0.005662093	-0.009424158	0.003703096	-0.08655771	0.026097517	-0.08711628	0.00909737	-0.06655955	0.03685896	-0.04277495	0.06320266	-0.22263071	0.0968638	-0.20075691	0.081443116	-0.11633013	0.47934514	-0.07468542	0.31882098	-0.056418795	0.7782809	-0.113893725	0.1342654	-0.2794406	0.51790357	-0.3289299	0.37500504
TNN	chr1	175067833	175148075	175077388	175077438	+		0.004266799	0.021509044	0.026075454	0.02169088	-0.08663335	0.019520255	-0.08344968	0.008806451	-0.063520946	0.04858988	-0.04875049	0.04064448	0.18923236	0.681166	0.36307073	0.5681911	-0.2640585	0.2751856	-0.2590269	0.20657013	-0.15214665	0.22182028	-0.16483034	0.03140721	-0.28926492	0.41409194	-0.19107366	0.37622455
ZSWIM5	chr1	45016399	45306209	45206506	45206556	-		0.00025044466	0.038684797	0.14385676	0.16748992	0.020375498	0.90828747	0.059305955	0.19105703	-0.042149447	0.26247126	1.8971199	2.2855318	-0.09628452	0.41088706	-0.2719714	0.0744212	-0.17765258	0.40158123	-0.48740265	0.09399759	-0.029212069	0.79148656	1.1480035	1.2622333	-0.25418237	0.54665416	-0.62239474	0.19964834
DNM3	chr1	171817887	172418466	171970121	171970171	+		-0.0036448962	0.024193004	0.003715935	0.014911193	0.13147832	1.5393292	-0.09120871	0.017753696	0.012554593	0.80669534	-0.07944928	0.020502856	-0.16909957	0.23302758	-0.28867832	0.039049108	-0.10905176	0.5200128	-0.25392687	0.16791506	0.22958857	1.5890896	-0.050654955	0.21889347	-0.25364873	0.51319194	-0.4635031	0.38159138
EMC1	chr1	19215660	19251552	19251502	19251552	-		0.001293066	0.033297252	0.24941152	0.17907976	-0.034871586	0.32540947	3.0946043	2.8440342	0.34957162	2.9089174	5.079375	3.78047	-0.2589663	0.05856841	-0.34741023	0.010507491	2.4109082	3.0636184	-0.5554809	0.059021413	-0.0075766416	1.028061	-0.110178754	0.1141964	-0.3814053	0.39510924	-0.8351147	0.08997177
EXTL2	chr1	100872372	100895179	100894762	100894812	-		-0.0004571057	0.029518716	0.12332436	0.075899795	0.25575477	2.0537634	15.705794	6.9798293	0.7886654	4.1504583	9.206763	3.6510055	-0.253017	0.08410757	-0.34469166	0.018786805	0.42169788	1.101529	-0.51742715	0.15479107	0.27620003	1.280172	0.34450093	0.5627508	-0.22756656	0.7109679	-0.7071136	0.26543233
ZNF692	chr1	248850006	248859144	248857738	248857772	-		0.07238844	0.18443374	0.175546	0.14036208	-0.038027447	0.22171076	0.41025466	0.44627774	0.271207	1.163422	2.9254327	1.9896495	-0.3277049	0.021798179	-0.3227681	0.034556232	0.12896106	0.95561117	-0.48115388	0.1694854	0.27171054	1.2539607	3.1824462	1.5631939	-0.7201506	0.16860189	-0.81943744	0.09606303
AIM2	chr1	159062484	159147096	159076805	159076855	-		-0.0014742315	0.015713891	-0.009271896	0.004510362	-0.04338433	0.3797804	-0.08782213	0.019816712	-0.062675074	0.054454748	-0.07181812	0.019789677	0.7486983	1.3842138	2.4730527	1.4557772	-0.19002824	0.41455972	-0.30500206	0.19358605	0.112023644	1.3837383	-0.20152828	0.031477455	-0.29318047	0.42716065	-0.3218789	0.38909665
PRPF38B	chr1	108692310	108702928	108697699	108697749	+		0.016102133	0.05839062	-0.00063871464	0.008414888	0.8668499	3.2053993	-0.08420275	0.021297636	2.9379504	6.12449	-0.07654588	0.03340856	-0.22113794	0.10438332	-0.29814047	0.051040754	4.729887	5.49641	4.5348005	2.4579403	0.3946048	1.1187291	-0.086419106	0.23930207	-0.18361513	0.5720042	-0.43799144	0.44024706
SYT2	chr1	202590596	202710454	202643403	202643453	-		0.0068596625	0.030086443	0.029189171	0.022978146	-0.08151132	0.09425088	-0.08276309	0.0075223953	-0.07029076	0.032823764	-0.052732814	0.027943617	0.90268457	2.424512	11.024252	7.1767826	-0.29210362	0.32259026	-0.33147657	0.07966219	-0.07408566	0.60999596	0.036009993	0.24244383	-0.3823201	0.39572424	-0.1728322	0.36491784
HES4	chr1	998962	1000172	1000061	1000111	-		0.33749756	0.2162215	0.5412572	0.3032789	0.08328394	0.12246578	3.6531744	3.1509767	0.6842568	0.5648118	0.44961315	0.4892492	4.915583	3.6191306	-0.20252267	0.17319342	-0.28895926	0.24138722	-0.5159812	0.089326456	1.5296059	1.5537362	0.102547966	0.35795504	-0.35136607	0.33911744	-0.656087	0.20768566
SH2D5	chr1	20719731	20732837	20732590	20732640	-		0.05495907	0.08244426	0.2812796	0.2340408	0.017446749	0.6186831	2.945507	1.4362516	0.03875383	0.53525114	1.3829131	1.4561604	0.29103166	1.4207678	-0.33491743	0.023199389	-0.3941253	0.19067997	-0.562879	0.048781876	0.1450142	1.5956763	4.355888	3.2199085	-0.5084996	0.2676388	-0.74315906	0.19751334
CTSS	chr1	150730079	150765957	150765742	150765792	-		0.0019549006	0.024966044	0.005268988	0.01510358	0.20037751	1.368642	0.7345394	1.3294557	-0.043018043	0.11352287	0.05446842	0.20749147	-0.13328007	0.23531146	-0.16093928	0.09986176	-0.06179984	0.5777374	-0.12330639	0.27380514	0.1215807	1.2720879	1.0229019	1.1669744	-0.24634357	0.4410321	-0.19888926	0.27419862
ODF2L	chr1	86346824	86396342	86396292	86396342	-		-0.004738784	0.01618201	0.056253552	0.095460124	0.100102946	0.7591752	1.4059694	1.4353364	0.40772283	2.5538642	3.6547544	4.170869	-0.2005341	0.124343604	-0.2681844	0.04522213	1.6310377	2.471094	-0.2083956	0.3540867	0.23095626	0.9017766	2.0242655	2.2814243	-0.20602946	0.5207071	-0.2865163	0.5473496
PDPN	chr1	13583465	13617957	13583831	13583881	+		-0.00029252848	0.011692857	0.013140882	0.01333407	-0.08363409	0.01665742	-0.085848145	0.0099798655	-0.060226683	0.03349494	-0.06633242	0.015785158	-0.15650247	0.24863134	0.16150771	0.5107982	-0.1889984	0.3184804	-0.26754197	0.23476382	-0.16371281	0.06175855	-0.17285569	0.03537587	1.425091	1.7841916	0.67004555	0.89180356
C1orf174	chr1	3889125	3900293	3900235	3900285	-		0.022875471	0.08860813	0.4779626	0.25021657	0.36321044	1.9850253	6.914493	6.7988405	0.37579972	1.5376918	3.251703	2.0222192	-0.2542549	0.06561654	-0.30726072	0.051034756	0.9720984	2.1522686	-0.51302207	0.09695475	-0.009917155	0.46164662	0.1356767	0.6264399	-0.4208231	0.33735135	-0.6329478	0.28049856
CACNA1E	chr1	181317690	181808084	181483310	181483360	+		0.00025450232	0.01375145	0.053155012	0.03840021	-0.0877722	0.015792731	-0.086397305	0.015102684	-0.06637103	0.030169636	-0.033559676	0.059488926	-0.058913138	0.74365133	5.5721307	3.0251608	-0.22308475	0.3412839	-0.23512511	0.23851988	-0.17596671	0.0637978	-0.07537913	0.116324164	0.69226235	1.5166831	-0.08477985	0.72674596
PAX7	chr1	18630846	18748866	18631005	18631055	+		0.021292694	0.029056929	0.03381792	0.027057257	-0.08978732	0.0154064875	-0.09348133	0.008497315	-0.073188946	0.017592773	-0.07635736	0.0113676265	1.6009061	4.3004694	5.250881	3.496886	-0.31099957	0.261415	-0.42999992	0.084844016	-0.18635777	0.053130962	-0.20028603	0.03092234	-0.34185138	0.3945697	-0.43887475	0.3755539
HAPLN2	chr1	156619331	156625725	156624063	156624113	+		0.019686338	0.060286574	0.008238086	0.009496498	-0.09686871	0.008700652	-0.09793672	0.0036137162	-0.053974397	0.091379754	-0.08297399	0.00847927	5.523335	4.918124	9.545444	4.2765265	-0.38266987	0.26771396	-0.33062714	0.18579796	0.10291324	0.67622435	-0.15199755	0.12931773	-0.48088297	0.34164226	-0.41090006	0.38998762
F11R	chr1	160995211	161021343	161021125	161021175	-		0.017963821	0.07373247	0.07987674	0.09178031	2.0354428	6.834557	0.017847035	0.18556707	0.63567525	2.8441968	1.5998753	1.863149	-0.25372797	0.10176068	-0.114126995	0.38983032	0.39348498	1.527505	-0.33527935	0.3588542	1.1779174	2.5419965	2.0802226	1.3238273	-0.5005745	0.31319726	-0.6383256	0.20279302
H2AC21	chr1	149887469	149887965	149887866	149887916	-		0.031313587	0.03327525	0.136906	0.10234737	12.754001	5.2994246	6.3014913	5.05432	8.050059	5.499607	3.224795	1.9731653	-0.21812332	0.17303787	-0.3455342	0.01128426	-0.5520997	0.036199134	-0.57764804	0.040686976	0.5743692	0.7579378	0.22603375	0.524987	-0.73000604	0.095958784	-0.781078	0.11380468
CD1E	chr1	158353696	158357553	158354179	158354229	+		0.0063880202	0.008918399	0.01454171	0.010742825	-0.08475533	0.012999103	-0.08274002	0.011920689	-0.06762763	0.013198257	-0.06734529	0.011649192	-0.19072932	0.107543066	-0.17421426	0.12097816	-0.16905479	0.30914366	-0.07033727	0.3128611	-0.16888751	0.050940618	-0.1722994	0.029435057	0.6256183	1.1369588	1.6273863	1.9319696
IVL	chr1	152908546	152911886	152908544	152908589	+		0.00041556882	0.009129912	0.0036130627	0.010093277	-0.0875167	0.010425397	-0.08167099	0.034272637	-0.06964043	0.015491308	-0.078149214	0.01477225	-0.17342836	0.18280503	-0.11682925	0.24876691	-0.23992752	0.22430876	-0.34123695	0.26238316	-0.18019047	0.031610925	-0.2039014	0.028597819	0.4695022	0.7986384	0.28447703	0.8934269
SIPA1L2	chr1	232397965	232630571	232493610	232493660	-		0.0027709436	0.04903349	-0.0016588706	0.0067580286	-0.066643946	0.13500576	-0.087893434	0.009593738	-0.046267517	0.31663248	-0.069917545	0.021986583	-0.23382658	0.12481406	-0.24745697	0.0471006	0.039650463	0.7412123	0.10374762	0.45113719	0.06233246	0.9094502	-0.18773943	0.03256518	-0.3418031	0.45596457	0.14870302	0.75364035
COA7	chr1	52684449	52698347	52698018	52698068	-		0.008032133	0.05252518	0.16121452	0.14579667	0.03046489	0.53752124	1.0239823	1.437532	0.28368282	1.4257449	2.759974	2.7591093	-0.26078448	0.05290271	-0.33437467	0.0171669	1.2421623	2.1567717	-0.5767207	0.022584839	0.033593107	0.69503164	1.1472052	1.3064761	-0.38488862	0.36932158	-0.7151446	0.16784061
SCCPDH	chr1	246724409	246768137	246724046	246724096	+		0.003959932	0.046934422	0.024377748	0.06805827	0.16176778	1.3036947	-0.036255702	0.08799095	0.13724428	1.530528	1.5198613	2.2511518	-0.24839258	0.081805594	-0.20910625	0.16002373	1.1585654	2.0150926	0.18386993	0.97538936	0.46242335	2.836858	0.27030745	0.4090064	-0.3415733	0.46103945	-0.42433894	0.22412197
FCGR2B	chr1	161663143	161678654	161663160	161663210	+		-0.008691458	0.0064390525	-0.011555807	0.0	-0.08151959	0.0066550854	-0.07892369	1.0940946e-08	-0.061761376	0.009288262	-0.05806409	2.8934328e-09	-0.015443356	0.56630796	-0.17358348	0.0	-0.28709054	0.13132298	-0.29283834	0.0	-0.15524843	0.034935717	-0.14934409	4.233541e-08	-0.23398921	0.175764	-0.18052325	7.608344e-08
KLHL21	chr1	6590724	6614607	6599766	6599816	-		0.09914389	0.24436165	0.043349434	0.040001832	1.3084403	4.1626153	1.5247828	2.455886	0.6027379	1.8394953	1.297124	2.0282388	-0.29874685	0.05910806	-0.32641765	0.010504758	0.23653878	1.2510232	-0.11902613	0.54775286	0.5059689	2.285847	1.1999483	1.2860044	-0.60862625	0.27344653	-0.7185677	0.13308702
PTGFRN	chr1	116909916	116990353	116967059	116967109	+		0.006990957	0.040424317	0.0045990315	0.009710761	-0.08141344	0.049999412	-0.10127033	0.0038845704	-0.04627909	0.22796884	-0.08937308	0.0059296293	-0.2120054	0.17173436	-0.3109498	0.024690324	-0.006691807	0.67730916	0.08788245	1.0185812	-0.041937076	0.6092144	-0.21384352	0.03930932	-0.37649068	0.38853985	-0.52144694	0.2954159
MACF1	chr1	39081316	39487177	39300313	39300362	+		0.0051444727	0.045004483	-0.009178277	0.003654116	0.63587296	2.7792618	-0.06298983	0.037254322	0.15840259	1.4449025	-0.07351942	0.0123571325	-0.23667224	0.33395377	-0.2053171	0.10791156	2.0664744	3.6702256	7.658138	6.745772	1.295785	3.2191105	-0.17677744	0.043032635	-0.4404385	0.3692109	-0.20069723	0.5368018
TMEM79	chr1	156282935	156293185	156282934	156282984	+		0.028085094	0.087845236	0.2443336	0.2609218	0.048145052	0.5601322	1.9724675	1.6084136	1.0423294	3.9494715	11.335361	10.353103	-0.29773083	0.081516765	-0.34084427	0.009120473	0.0103653	0.95032907	-0.56920946	0.04540226	0.09432042	0.7620189	0.7224375	1.5723888	-0.64644134	0.22019958	-0.6606994	0.2883063
CHIT1	chr1	203212827	203273641	203260812	203260862	-		0.0044523375	0.039063904	-0.010847796	0.002271198	-0.08503774	0.054462258	-0.07892369	1.0940946e-08	-0.015944168	0.65064496	-0.05806409	2.8934328e-09	0.62749606	1.0802383	0.01952533	0.41849136	-0.30383497	0.24698879	-0.29283834	0.0	-0.13761197	0.35679978	-0.14934409	4.233541e-08	-0.33508354	0.43013903	-0.18052325	7.608344e-08
MRPS15	chr1	36455718	36464384	36464387	36464437	-		0.010547208	0.037610877	0.11404401	0.1723318	0.074316256	0.6691109	3.6821578	4.161593	1.071397	3.59881	0.94738996	1.4074874	-0.27916038	0.04337425	-0.30144912	0.02751802	1.7493047	3.085316	-0.20170903	0.45147988	0.032183718	0.7381555	2.081096	2.6121833	-0.43423736	0.35773396	-0.47533536	0.339699
FLVCR1	chr1	212858275	212899363	212864411	212864461	+		-0.0032823575	0.027046332	-0.0036382417	0.011277597	-0.042794853	0.24606465	-0.07580536	0.039848577	0.08610987	0.78351134	-0.048599724	0.045662202	-0.19725257	0.13700487	-0.17254035	0.21830498	1.1921005	1.8998524	2.3394525	2.6470208	0.0036663313	0.6346461	0.02922223	0.2916397	-0.25585437	0.42091957	-0.4529757	0.20432864
PRAMEF6	chr1	12938472	12947580	12945366	12945416	-		-0.011555807	0.0	-0.011555807	0.0	-0.078923695	5.470473e-09	-0.07892369	1.0940946e-08	-0.05806409	2.8934328e-09	-0.05806409	2.8934328e-09	-0.17358345	2.7542207e-08	-0.17358348	0.0	-0.29283834	2.2539533e-08	-0.29283834	0.0	-0.14934409	4.233541e-08	-0.14934409	4.233541e-08	-0.18052325	7.608344e-08	-0.18052325	7.608344e-08
PLEKHG5	chr1	6467122	6520074	6485419	6485469	-		0.055713497	0.10489685	0.17718656	0.10040683	0.3596112	1.7751968	0.7371006	0.6572136	0.07252588	0.618382	0.3050004	0.4233131	-0.26078698	0.09001	-0.2981487	0.038818393	0.24803764	1.5062609	-0.44574997	0.11886979	0.2969383	1.3993617	0.8362301	1.238905	-0.5077492	0.30479956	-0.6503212	0.10057922
AKIRIN1	chr1	38991276	39006059	38991495	38991545	+		0.0076208236	0.059909366	0.43669993	0.5075198	0.10400593	0.7625241	2.1058078	2.116933	0.86167634	3.2814083	2.2021098	2.183517	-0.2075613	0.0829176	-0.1973728	0.047068007	2.4573216	3.6171079	-0.22852549	0.2598595	0.15557078	0.76062405	1.1129967	1.4520127	-0.32210076	0.29844454	-0.25236306	0.28908345
WNT3A	chr1	228006998	228061271	228007050	228007100	+		0.019812718	0.035730343	0.07622252	0.024816176	-0.090979904	0.013039101	-0.08490382	0.005989582	-0.071581036	0.033514723	-0.06627982	0.009242709	1.172177	2.5707014	5.1611805	5.6654706	-0.31694242	0.2654187	0.1138791	0.7159948	-0.15230952	0.22455625	-0.14967197	0.066595785	-0.35070527	0.4468735	-0.29083532	0.2826744
INTS3	chr1	153745298	153792039	153773033	153773081	+		0.027354192	0.08670442	0.03219591	0.0506609	0.4565556	2.1231635	0.07115006	0.19662131	0.03056134	0.45493466	-0.09415999	0.0044978834	-0.25174326	0.22993302	-0.33227193	0.017744295	0.7105052	1.6812495	0.7423657	1.3008325	1.6665239	3.5052843	1.2603499	1.3289013	-0.5853118	0.2737588	-0.7846896	0.08201677
FCRL4	chr1	157573747	157598085	157598030	157598080	-		-0.0032724345	0.011876739	-0.0068357275	0.0047701597	-0.08815714	0.026019894	-0.070574425	0.027352793	-0.071085244	0.025093455	-0.05411947	0.029702036	0.1096247	0.60710365	0.41710982	0.58480257	-0.31086475	0.24630558	-0.15256839	0.244087	-0.19084392	0.038071513	-0.16255786	0.026543653	-0.34841007	0.4094971	-0.22901297	0.31221357
SSR2	chr1	156009048	156020951	156020121	156020171	-		0.012667691	0.07299803	0.24617592	0.25263584	0.13008685	0.7960199	2.0481477	1.758902	0.5256158	2.2965252	5.8352914	4.9051123	-0.25814813	0.16369605	-0.3202772	0.04245809	2.495043	3.2241352	-0.5766112	0.03456014	0.10672359	0.8954925	0.4284375	1.2990283	-0.4867369	0.34476054	-0.81159115	0.07971533
NKAIN1	chr1	31179745	31239887	31181626	31181676	-		0.013083979	0.0569686	0.24723426	0.17809905	-0.08928028	0.01181411	-0.10121455	0.007564711	-0.060636584	0.054908656	0.03506954	0.10943034	0.35037795	1.2493595	-0.27274758	0.08900229	-0.26594928	0.31898552	-0.45682678	0.18797088	-0.14702144	0.16644013	0.28806674	0.35490438	-0.3444951	0.37577552	-0.71796256	0.118317395
S100A3	chr1	153547329	153549258	153549322	153549372	-		0.013283069	0.015485124	0.090413146	0.12818162	0.3269579	0.9713306	0.577473	0.57004565	-0.080907345	0.012765358	-0.074311174	0.027352653	-0.264248	0.071594104	-0.29735065	0.03565398	-0.3745687	0.1439293	-0.18237619	0.60056406	1.1654989	2.0887594	3.4271915	2.4372096	-0.38944924	0.4247337	-0.5227215	0.30059585
UCHL5	chr1	193012250	193060080	193059311	193059361	-		-0.0014254005	0.03072744	0.14690204	0.11885198	0.19501768	1.4796623	6.6958485	4.1818366	0.34684557	2.2804391	8.85928	6.513719	-0.20733817	0.105629586	-0.35055885	0.00603731	0.9305144	1.489425	-0.60704386	0.012251456	-3.1963235e-05	0.5502567	-0.22165005	0.03841432	-0.28695193	0.39482942	-0.86217517	0.048887454
URB2	chr1	229626247	229660200	229626233	229626283	+		0.0035223195	0.038657807	0.50224817	0.42165825	-0.07466323	0.11782665	-0.008279495	0.11004053	0.23618318	1.7623026	3.2511244	4.183929	-0.267929	0.0780083	-0.2742647	0.04718089	1.3819817	1.9560521	-0.39995453	0.21258292	-0.10876987	0.5279745	0.23049176	0.84303755	-0.44518572	0.36412692	-0.5569399	0.19333144
PEF1	chr1	31629866	31644896	31644846	31644896	-		0.011984888	0.046373844	0.23329481	0.2179505	1.1444726	5.221396	8.438509	8.305364	0.91498697	3.963151	5.6841917	3.847421	-0.26883364	0.07826088	-0.34002298	0.027248707	1.2813466	2.1912801	-0.5925639	0.024091896	0.36893582	1.370158	1.0413276	1.479298	-0.45098445	0.35111	-0.86240256	0.03138068
LRRC8D	chr1	89821014	89936611	89843422	89843472	+		0.0074554216	0.04414046	0.13038169	0.16846484	0.35402712	1.4995744	0.05120007	0.13789381	0.07027719	0.93331283	0.8007016	1.0637527	-0.23919833	0.16734861	-0.26287162	0.09602589	0.35082656	1.1084435	-0.17543492	0.57367754	1.1698269	3.1947672	1.070866	1.12867	-0.35577205	0.6159849	-0.33135536	0.49823585
ZBTB17	chr1	15941869	15976132	15947242	15947292	-		0.036846347	0.09226137	0.022870354	0.020245556	1.0263541	2.6799564	-0.086947836	0.027204683	0.09573908	1.0724608	-0.09424499	0.0060741464	-0.2968289	0.06659729	-0.34023437	0.008109584	0.8071647	2.0259151	3.0069926	3.8356571	1.8685049	3.7424777	-0.20467287	0.0463224	-0.52192414	0.45565766	-0.80792165	0.0643024
BRDT	chr1	91949343	92014426	91949400	91949450	+		-0.0026704266	0.0152891865	-0.0015066027	0.010113029	-0.082179576	0.017196279	-0.08442625	0.008482155	-0.06081114	0.027508907	-0.057930518	0.027376944	0.035414156	0.51993597	0.12749057	0.42141098	-0.14428759	0.39757848	-0.090782836	0.30719006	-0.15135908	0.09372914	-0.09843851	0.16667421	-0.27022052	0.35674718	-0.3061272	0.2075802
IL20	chr1	206865623	206869223	206865808	206865858	+		-0.0017324565	0.011011609	0.021172643	0.03838848	-0.089751415	0.012316093	-0.09796937	0.0087319445	-0.073534735	0.0155778425	-0.08697379	0.010330623	0.45651013	0.8254503	0.028687935	0.48367277	-0.24001297	0.39608052	-0.14743875	0.60462004	-0.17255782	0.06488962	-0.2226653	0.025044227	-0.26644626	0.43998483	-0.46693003	0.46449196
UBE4B	chr1	10032832	10181239	10100860	10100910	+		0.00091736356	0.042301316	-0.0082060825	0.008386069	0.04770166	0.8744231	-0.082488306	0.0150351245	0.08520539	1.5303636	-0.065979786	0.012403988	-0.24250065	0.082500905	-0.19719875	0.04892163	0.66502684	1.5984092	0.038369272	0.5085986	0.042684678	1.0166932	-0.16381615	0.042253155	-0.38771635	0.34941053	-0.23342262	0.38733065
BLACAT1	chr1	205434885	205457091	205437829	205437879	-		0.026609866	0.031207744	0.03228004	0.058574457	-0.09269264	0.015516045	-0.09954967	0.004995697	-0.07728817	0.018779764	-0.083004355	0.018162737	2.3819568	3.293901	0.10452997	0.36013427	-0.3185051	0.31809402	-0.24347246	0.43221313	-0.13760868	0.1668481	-0.21393315	0.04356072	-0.4346621	0.380438	-0.6119108	0.19911404
TCHH	chr1	152106317	152115444	152115404	152115454	-		0.016502248	0.025147041	0.00084581744	0.009811094	-0.09073801	0.017016968	-0.09459066	0.0067741442	0.10195643	0.30926225	-0.07953761	0.010226133	11.006882	8.435762	4.020038	1.9051107	-0.35940343	0.22084635	-0.34947625	0.11585821	0.8363776	1.3106046	-0.2042836	0.02445542	0.008212674	0.7523782	-0.47699592	0.15273346
SLC50A1	chr1	155135344	155138857	155135827	155135877	+		0.09247815	0.1379949	0.2819115	0.19170369	5.126192	8.809338	11.589249	11.825016	1.2922658	1.8806	1.7600858	2.2589846	-0.32691598	0.026746374	-0.32742518	0.03797102	0.17919326	1.123952	-0.039273422	0.6594699	1.292813	1.9058174	3.7916176	3.4007835	-0.743979	0.12374136	-0.8134735	0.10747378
LCE3E	chr1	152565654	152566780	152566737	152566772	-		0.0059437025	0.013640492	-0.0059409207	0.007438991	-0.0840923	0.008481566	-0.081482194	0.006834384	-0.059022892	0.022395836	-0.05494103	0.025067275	-0.20283495	0.05285664	-0.14714825	0.12620187	-0.054738246	0.34772193	-0.05821479	0.33122465	-0.1666536	0.03039838	-0.15822403	0.024500966	1.0092826	1.50989	0.8630914	1.0877697
MAP10	chr1	232805416	232809929	232804891	232804941	+		0.018061394	0.048319265	-0.002557198	0.01077394	0.04172773	0.4387782	-0.096769765	0.008352438	0.49312854	1.6267587	-0.0051664906	0.19294502	-0.22667527	0.13352711	-0.12083779	0.35417163	0.053967576	0.590025	-0.24102613	0.30356255	0.33984387	0.51539195	0.8534493	2.0978572	-0.17602277	0.62495685	-0.25247565	0.37320146
PUSL1	chr1	1308597	1311677	1308566	1308616	+		0.14018932	0.22307432	0.705455	0.38102934	0.2831238	0.91665995	0.3369769	0.38873488	0.5356412	0.99217606	0.38941142	0.4685418	-0.30841112	0.034724567	-0.30443653	0.018065555	0.37819523	1.0119827	-0.47566357	0.109209776	0.14620432	0.47131535	0.055895105	0.39215884	-0.6433067	0.20331004	-0.65298975	0.08764042
WDR77	chr1	111439890	111449256	111449326	111449376	-		0.0039066807	0.040986888	0.09261337	0.12553076	0.06567173	0.51747566	5.450526	3.649043	0.7686997	2.4998603	20.860165	9.5629015	-0.284567	0.0697742	-0.078604	0.41509265	2.302603	2.5494804	-0.34281754	0.44197446	0.22884694	0.8874231	1.53101	3.024419	-0.5711219	0.26674718	-0.53879976	0.56995374
OPTC	chr1	203494153	203508949	203494142	203494192	+		0.01698074	0.05179814	0.0071798633	0.012082522	-0.0955821	0.011230532	-0.096613236	0.0043766503	-0.08271826	0.013841275	-0.08343669	0.007476657	0.30349666	0.8504943	0.36149973	0.49975905	-0.3792221	0.26593477	-0.36716437	0.13271824	-0.036681093	0.5806693	-0.20543106	0.036219202	-0.4811821	0.37262994	-0.5878546	0.16023965
GPATCH4	chr1	156594301	156601496	156601440	156601490	-		0.0077812504	0.031809278	0.06270936	0.08523377	0.15560113	0.8312247	0.501852	0.6639992	1.5584794	5.352481	4.7794056	6.332867	-0.31216362	0.03809427	-0.3198791	0.04906291	1.3026689	1.9270031	-0.44332007	0.30245426	0.055480216	0.7311652	0.58211774	0.66817427	-0.66272765	0.19172159	-0.7516558	0.21055493
RCAN3	chr1	24502351	24541040	24502350	24502400	+		0.010619867	0.095305	0.057151843	0.038960684	-0.07894173	0.025987733	-0.09318397	0.018876588	0.0025617876	0.47596386	0.12508285	0.25041533	-0.037160687	0.5612172	0.6887529	1.151218	-0.13022986	0.39934444	-0.5171119	0.068636514	-0.103043586	0.33149087	0.051579688	0.27032265	-0.27514988	0.3833811	-0.7866541	0.09004484
UBIAD1	chr1	11273198	11296049	11273205	11273255	+		0.010037053	0.04488696	0.20336027	0.22372353	0.21913537	1.8386678	0.1260961	0.752915	0.2528583	1.4656348	0.10436853	0.37958217	-0.27138957	0.051764976	-0.32986173	0.020661362	0.28428444	1.119707	-0.53965324	0.076264225	0.32893735	1.4503866	0.3244834	0.89372295	-0.47385824	0.31657612	-0.7652046	0.10550372
DNTTIP2	chr1	93866284	93879918	93873319	93873369	-		0.0064666336	0.040807188	0.0052537825	0.021524228	1.1674256	4.182991	-0.0036347902	0.12973881	1.6061387	6.027631	-0.06717667	0.029642252	-0.22947602	0.15369204	-0.25771496	0.0536672	3.5300598	4.127516	3.8356097	2.510321	0.56002164	1.6813073	-0.18642707	0.052423388	-0.32542428	0.47571987	-0.44216785	0.21432938
GPR88	chr1	100538139	100542021	100538136	100538186	+		0.0867365	0.10635804	0.005687731	0.01765016	-0.08091756	0.031942833	-0.09557507	0.005452623	0.25240475	0.5181337	-0.06922137	0.030909296	0.8882154	1.0995998	0.6643522	1.0659657	-0.16832694	0.4287652	-0.08839342	0.21462235	1.1983831	1.9445645	-0.20579904	0.018839281	-0.083947346	0.59422046	-0.4812742	0.19460738
LELP1	chr1	153203430	153205120	153203442	153203492	+		0.00074217183	0.014048804	0.0019497263	0.0115465745	-0.096813545	0.0051817433	-0.09592558	0.006090191	-0.08229423	0.008560472	-0.081179194	0.01014658	-0.25557896	0.09141116	-0.18853454	0.20620552	-0.2552281	0.24355139	-0.035691846	0.50109285	-0.2122059	0.019813087	-0.20896737	0.023266323	-0.43675584	0.29838237	-0.36611262	0.46646604
